 	Area	Mean	Min	Max	X	Y
1	0	62	62	62	40.000	569.333
2	0	73	73	73	53.333	713.333
3	0	59	59	59	66.667	560.000
4	0	55	55	55	77.333	572.000
5	0	70	70	70	68.000	405.333
6	0	71	71	71	109.333	346.667
7	0	96	96	96	180.000	341.333
8	0	73	73	73	202.667	301.333
9	0	113	113	113	244.000	308.000
10	0	65	65	65	222.667	481.333
11	0	86	86	86	237.333	493.333
12	0	75	75	75	269.333	457.333
13	0	52	52	52	181.333	556.000
14	0	82	82	82	136.000	561.333
15	0	47	47	47	172.000	950.667
16	0	59	59	59	149.333	856.000
17	0	56	56	56	160.000	792.000
18	0	44	44	44	118.667	814.667
19	0	65	65	65	376.000	929.333
20	0	72	72	72	468.000	876.000
21	0	74	74	74	564.000	917.333
22	0	99	99	99	622.667	936.000
23	0	58	58	58	182.667	58.667
24	0	88	88	88	218.667	100.000
25	0	55	55	55	214.667	66.667
26	0	85	85	85	322.667	274.667
27	0	118	118	118	478.667	58.667
28	0	127	127	127	573.333	44.000
29	0	82	82	82	549.333	33.333
30	0	71	71	71	400.000	353.333
31	0	76	76	76	461.333	426.667
32	0	74	74	74	488.000	429.333
33	0	104	104	104	516.000	374.667
34	0	82	82	82	542.667	352.000
35	0	163	163	163	562.667	465.333
36	0	145	145	145	796.000	21.333
37	0	110	110	110	988.000	40.000
38	0	118	118	118	1022.667	69.333
39	0	75	75	75	1162.667	190.667
40	0	71	71	71	1100.000	244.000
41	0	74	74	74	921.333	88.000
42	0	63	63	63	885.333	118.667
43	0	66	66	66	904.000	157.333
44	0	92	92	92	964.000	177.333
45	0	88	88	88	1024.000	174.667
46	0	95	95	95	1102.667	194.667
47	0	93	93	93	1108.000	302.667
48	0	109	109	109	1085.333	293.333
49	0	74	74	74	1069.333	250.667
50	0	65	65	65	1001.333	256.000
51	0	61	61	61	869.333	125.333
52	0	66	66	66	841.333	126.667
53	0	75	75	75	761.333	96.000
54	0	69	69	69	692.000	118.667
55	0	71	71	71	668.000	153.333
56	0	68	68	68	670.667	173.333
57	0	75	75	75	345.333	345.333
58	0	84	84	84	546.667	269.333
59	0	73	73	73	573.333	241.333
60	0	54	54	54	641.333	285.333
61	0	117	117	117	726.667	304.000
62	0	168	168	168	764.000	317.333
63	0	86	86	86	766.667	368.000
64	0	132	132	132	818.667	385.333
65	0	92	92	92	804.000	404.000
66	0	90	90	90	942.667	385.333
67	0	84	84	84	962.667	389.333
68	0	72	72	72	984.000	336.000
69	0	61	61	61	1097.333	1010.667
70	0	45	45	45	1137.333	953.333
71	0	62	62	62	1150.667	826.667
72	0	53	53	53	340.000	64.000
73	0	67	67	67	289.333	616.000
74	0	68	68	68	274.667	705.333
