 	Area	Mean	Min	Max	X	Y
1	0	57	57	57	194.667	100.000
2	0	68	68	68	33.333	180.000
3	0	71	71	71	24.000	220.000
4	0	68	68	68	61.333	293.333
5	0	72	72	72	166.667	277.333
6	0	78	78	78	234.667	262.667
7	0	78	78	78	253.333	230.667
8	0	158	158	158	284.000	192.000
9	0	76	76	76	432.000	112.000
10	0	110	110	110	172.000	416.000
11	0	74	74	74	198.667	453.333
12	0	106	106	106	157.333	480.000
13	0	66	66	66	48.000	500.000
14	0	68	68	68	5.333	718.667
15	0	107	107	107	33.333	726.667
16	0	142	142	142	125.333	625.333
17	0	158	158	158	138.667	593.333
18	0	75	75	75	118.667	581.333
19	0	101	101	101	197.333	516.000
20	0	48	48	48	174.667	550.667
21	0	105	105	105	272.000	444.000
22	0	60	60	60	281.333	420.000
23	0	78	78	78	106.667	884.000
24	0	78	78	78	142.667	730.667
25	0	39	39	39	166.667	680.000
26	0	67	67	67	25.333	921.333
27	0	58	58	58	222.667	1004.000
28	0	89	89	89	248.000	973.333
29	0	121	121	121	329.333	914.667
30	0	84	84	84	266.667	892.000
31	0	44	44	44	416.000	858.667
32	0	111	111	111	456.000	870.667
33	0	78	78	78	424.000	954.667
34	0	65	65	65	408.000	961.333
35	0	72	72	72	361.333	1006.667
36	0	74	74	74	274.667	1004.000
37	0	118	118	118	529.333	961.333
38	0	96	96	96	492.000	933.333
39	0	61	61	61	508.000	893.333
40	0	148	148	148	589.333	932.000
41	0	104	104	104	632.000	940.000
42	0	96	96	96	636.000	978.667
43	0	99	99	99	653.333	972.000
44	0	73	73	73	614.667	984.000
45	0	131	131	131	672.000	906.667
46	0	71	71	71	626.667	870.667
47	0	63	63	63	578.667	864.000
48	0	127	127	127	609.333	817.333
49	0	75	75	75	488.000	773.333
50	0	78	78	78	376.000	764.000
51	0	79	79	79	584.000	717.333
52	0	55	55	55	541.333	733.333
53	0	113	113	113	513.333	698.667
54	0	111	111	111	473.333	705.333
55	0	126	126	126	586.667	660.000
56	0	79	79	79	573.333	608.000
57	0	165	165	165	545.333	609.333
58	0	73	73	73	561.333	582.667
59	0	147	147	147	570.667	570.667
60	0	74	74	74	610.667	601.333
61	0	122	122	122	630.667	580.000
62	0	169	169	169	757.333	657.333
63	0	160	160	160	773.333	705.333
64	0	121	121	121	784.000	640.000
65	0	121	121	121	781.333	617.333
66	0	66	66	66	840.000	605.333
67	0	136	136	136	825.333	594.667
68	0	111	111	111	834.667	554.667
69	0	115	115	115	852.000	558.667
70	0	118	118	118	870.667	512.000
71	0	73	73	73	912.000	460.000
72	0	108	108	108	904.000	478.667
73	0	82	82	82	905.333	438.667
74	0	119	119	119	986.667	401.333
75	0	63	63	63	1209.333	982.667
76	0	46	46	46	1266.667	976.000
77	0	165	165	165	1288.000	925.333
78	0	49	49	49	1236.000	928.000
79	0	80	80	80	1306.667	860.000
80	0	77	77	77	1298.667	846.667
81	0	61	61	61	1176.000	809.333
82	0	107	107	107	1165.333	830.667
83	0	96	96	96	1190.667	908.000
84	0	56	56	56	1069.333	905.333
85	0	86	86	86	1024.000	900.000
86	0	76	76	76	962.667	940.000
87	0	76	76	76	873.333	953.333
88	0	54	54	54	1096.000	790.667
89	0	48	48	48	1058.667	806.667
90	0	67	67	67	1041.333	796.000
91	0	84	84	84	1277.333	785.333
92	0	96	96	96	973.333	654.667
93	0	75	75	75	1012.000	621.333
94	0	101	101	101	1022.667	606.667
95	0	101	101	101	1013.333	596.000
96	0	119	119	119	1052.000	609.333
97	0	64	64	64	1072.000	574.667
98	0	81	81	81	1214.667	574.667
99	0	77	77	77	1145.333	424.000
100	0	98	98	98	1072.000	438.667
101	0	114	114	114	1084.000	372.000
102	0	68	68	68	1034.667	338.667
103	0	69	69	69	1046.667	241.333
104	0	62	62	62	1020.000	173.333
105	0	122	122	122	1032.000	142.667
106	0	81	81	81	970.667	205.333
107	0	51	51	51	944.000	208.000
108	0	88	88	88	969.333	278.667
109	0	63	63	63	925.333	289.333
110	0	92	92	92	904.000	302.667
111	0	14	14	14	869.333	286.667
112	0	126	126	126	892.000	334.667
113	0	51	51	51	869.333	325.333
114	0	117	117	117	862.667	350.667
115	0	101	101	101	968.000	381.333
116	0	87	87	87	810.667	396.000
117	0	188	188	188	732.000	394.667
118	0	109	109	109	702.667	402.667
119	0	99	99	99	762.667	349.333
120	0	112	112	112	804.000	326.667
121	0	102	102	102	796.000	301.333
122	0	58	58	58	796.000	277.333
123	0	86	86	86	761.333	265.333
124	0	124	124	124	814.667	190.667
125	0	78	78	78	829.333	170.667
126	0	69	69	69	873.333	152.000
127	0	79	79	79	888.000	138.667
128	0	44	44	44	834.667	54.667
129	0	83	83	83	762.667	100.000
130	0	25	25	25	709.333	129.333
131	0	98	98	98	718.667	382.667
132	0	79	79	79	650.667	286.667
133	0	52	52	52	540.000	164.000
134	0	112	112	112	364.000	290.667
135	0	108	108	108	449.333	336.000
136	0	125	125	125	522.667	388.000
137	0	93	93	93	416.000	458.667
138	0	115	115	115	482.667	438.667
139	0	101	101	101	518.667	497.333
140	0	160	160	160	532.000	488.000
141	0	107	107	107	562.667	472.000
142	0	16	16	16	509.333	556.000
143	0	68	68	68	440.000	578.667
144	0	26	26	26	368.000	438.667
145	0	57	57	57	369.333	405.333
146	0	64	64	64	393.333	400.000
147	0	124	124	124	744.000	781.333
148	0	102	102	102	825.333	764.000
149	0	126	126	126	797.333	804.000
150	0	115	115	115	824.000	797.333
151	0	69	69	69	694.667	528.000
152	0	125	125	125	622.667	532.000
153	0	85	85	85	1057.333	509.333
154	0	98	98	98	1204.000	480.000
155	0	113	113	113	960.000	526.667
156	0	70	70	70	953.333	508.000
157	0	70	70	70	1173.333	392.000
158	0	65	65	65	1094.667	265.333
159	0	66	66	66	712.000	280.000
160	0	37	37	37	637.333	382.667
161	0	110	110	110	546.667	228.000
162	0	73	73	73	765.333	925.333
163	0	160	160	160	732.000	1017.333
164	0	59	59	59	708.000	508.000
