 	Area	Mean	Min	Max	X	Y
1	0	86	86	86	1216.000	409.333
2	0	45	45	45	1157.333	344.000
3	0	86	86	86	1100.000	312.000
4	0	64	64	64	1086.667	294.667
5	0	99	99	99	1065.333	304.000
6	0	167	167	167	1084.000	340.000
7	0	42	42	42	1080.000	322.667
8	0	99	99	99	1002.667	294.667
9	0	46	46	46	946.667	290.667
10	0	60	60	60	810.667	78.667
11	0	54	54	54	920.000	113.333
12	0	50	50	50	1165.333	56.000
13	0	68	68	68	1190.667	285.333
14	0	44	44	44	1153.333	392.000
15	0	90	90	90	1201.333	460.000
16	0	59	59	59	1206.667	481.333
17	0	42	42	42	1168.000	470.667
18	0	45	45	45	1245.333	454.667
19	0	49	49	49	1269.333	528.000
20	0	65	65	65	1220.000	588.000
21	0	43	43	43	1185.333	570.667
22	0	163	163	163	1252.000	688.000
23	0	69	69	69	1238.667	724.000
24	0	96	96	96	1305.333	744.000
25	0	79	79	79	1164.000	808.000
26	0	66	66	66	1118.667	770.667
27	0	163	163	163	1056.000	714.667
28	0	85	85	85	1045.333	738.667
29	0	93	93	93	1049.333	602.667
30	0	70	70	70	1116.000	536.000
31	0	75	75	75	1093.333	526.667
32	0	60	60	60	1062.667	545.333
33	0	44	44	44	1049.333	506.667
34	0	52	52	52	1036.000	478.667
35	0	100	100	100	1101.333	469.333
36	0	65	65	65	1034.667	449.333
37	0	62	62	62	984.000	446.667
38	0	47	47	47	97.333	216.000
39	0	78	78	78	362.667	281.333
40	0	29	29	29	318.667	292.000
41	0	76	76	76	264.000	336.000
42	0	76	76	76	288.000	333.333
43	0	54	54	54	773.333	164.000
44	0	77	77	77	818.667	209.333
45	0	52	52	52	893.333	218.667
46	0	81	81	81	848.000	256.000
47	0	86	86	86	880.000	301.333
48	0	63	63	63	878.667	328.000
49	0	60	60	60	749.333	314.667
50	0	79	79	79	777.333	317.333
51	0	75	75	75	793.333	344.000
52	0	80	80	80	836.000	354.667
53	0	80	80	80	868.000	377.333
54	0	90	90	90	841.333	389.333
55	0	71	71	71	838.667	409.333
56	0	75	75	75	796.000	400.000
57	0	49	49	49	824.000	426.667
58	0	63	63	63	876.000	421.333
59	0	81	81	81	864.000	444.000
60	0	94	94	94	921.333	442.667
61	0	72	72	72	910.667	482.667
62	0	156	156	156	913.333	500.000
63	0	67	67	67	886.667	524.000
64	0	75	75	75	866.667	489.333
65	0	60	60	60	840.000	460.000
66	0	51	51	51	809.333	449.333
67	0	24	24	24	757.333	444.000
68	0	70	70	70	718.667	408.000
69	0	67	67	67	690.667	410.667
70	0	105	105	105	621.333	421.333
71	0	100	100	100	602.667	406.667
72	0	87	87	87	589.333	388.000
73	0	98	98	98	568.000	356.000
74	0	33	33	33	618.667	292.000
75	0	73	73	73	618.667	274.667
76	0	39	39	39	592.000	173.333
77	0	48	48	48	558.667	284.000
78	0	41	41	41	498.667	416.000
79	0	55	55	55	542.667	441.333
80	0	75	75	75	477.333	448.000
81	0	47	47	47	452.000	472.000
82	0	38	38	38	490.667	476.000
83	0	48	48	48	422.667	469.333
84	0	163	163	163	313.333	492.000
85	0	166	166	166	408.000	569.333
86	0	60	60	60	546.667	512.000
87	0	104	104	104	577.333	478.667
88	0	104	104	104	617.333	448.000
89	0	91	91	91	618.667	470.667
90	0	104	104	104	574.667	540.000
91	0	95	95	95	614.667	558.667
92	0	83	83	83	656.000	570.667
93	0	86	86	86	600.000	580.000
94	0	131	131	131	653.333	613.333
95	0	95	95	95	673.333	558.667
96	0	51	51	51	696.000	552.000
97	0	163	163	163	684.000	528.000
98	0	88	88	88	566.667	624.000
99	0	42	42	42	546.667	626.667
100	0	163	163	163	556.000	650.667
101	0	70	70	70	565.333	709.333
102	0	79	79	79	593.333	701.333
103	0	61	61	61	589.333	738.667
104	0	51	51	51	536.000	676.000
105	0	90	90	90	642.667	714.667
106	0	82	82	82	617.333	662.667
107	0	77	77	77	980.000	753.333
108	0	85	85	85	992.000	697.333
109	0	72	72	72	980.000	666.667
110	0	78	78	78	968.000	574.667
111	0	59	59	59	933.333	600.000
112	0	105	105	105	825.333	660.000
113	0	65	65	65	766.667	677.333
114	0	85	85	85	725.333	648.000
115	0	50	50	50	833.333	493.333
116	0	137	137	137	826.667	548.000
117	0	72	72	72	790.667	538.667
118	0	62	62	62	754.667	513.333
119	0	56	56	56	774.667	498.667
120	0	34	34	34	680.000	270.667
121	0	70	70	70	841.333	309.333
122	0	39	39	39	330.667	438.667
123	0	57	57	57	280.000	414.667
124	0	50	50	50	234.667	409.333
125	0	51	51	51	154.667	444.000
126	0	35	35	35	150.667	476.000
127	0	39	39	39	214.667	454.667
128	0	64	64	64	685.333	812.000
129	0	50	50	50	705.333	788.000
130	0	69	69	69	688.000	733.333
131	0	48	48	48	753.333	554.667
132	0	68	68	68	441.333	693.333
133	0	30	30	30	370.667	877.333
134	0	71	71	71	816.000	113.333
135	0	47	47	47	1350.667	725.333
136	0	62	62	62	776.000	736.000
137	0	67	67	67	898.667	732.000
138	0	42	42	42	897.333	698.667
139	0	35	35	35	942.667	688.000
140	0	76	76	76	978.667	476.000
141	0	53	53	53	1006.667	408.000
142	0	77	77	77	1034.667	409.333
143	0	50	50	50	545.333	369.333
144	0	92	92	92	625.333	601.333
