 ,Area,Mean,Min,Max,X,Y
1,0,14,14,14,211.277,943.705
2,0,47,47,47,190.932,989.091
3,0,44,44,44,20.345,732.428
4,0,53,53,53,151.807,751.208
5,0,56,56,56,262.923,699.563
6,0,46,46,46,654.177,960.921
7,0,49,49,49,463.245,945.270
8,0,47,47,47,1042.302,960.921
9,0,52,52,52,1014.131,918.665
10,0,43,43,43,1068.907,929.620
11,0,61,61,61,1222.278,953.095
12,0,99,99,99,1180.023,975.006
13,0,48,48,48,1302.094,907.710
14,0,108,108,108,1305.224,859.194
15,0,56,56,56,1173.763,804.419
16,0,49,49,49,1261.404,699.563
17,0,103,103,103,1267.664,626.007
18,0,2,2,2,1350.610,583.751
19,0,63,63,63,1308.354,611.922
20,0,69,69,69,1341.220,518.021
21,0,51,51,51,1297.399,408.469
22,0,65,65,65,1284.879,381.864
23,0,64,64,64,1262.969,388.124
24,0,81,81,81,1295.834,361.519
25,0,50,50,50,1283.314,338.044
26,0,48,48,48,1242.624,331.784
27,0,68,68,68,1222.278,336.479
28,0,79,79,79,1252.014,363.084
29,0,60,60,60,1208.193,438.205
30,0,2,2,2,1236.364,528.976
31,0,4,4,4,1316.179,560.276
32,0,103,103,103,1137.768,486.720
33,0,89,89,89,1158.113,516.456
34,0,185,185,185,1123.682,533.671
35,0,102,102,102,1142.463,593.141
36,0,108,108,108,1176.893,697.998
37,0,50,50,50,1093.947,640.092
38,0,71,71,71,1093.947,663.567
39,0,103,103,103,1120.552,716.778
40,0,104,104,104,1100.207,730.863
41,0,73,73,73,1118.987,793.464
42,0,76,76,76,1078.297,840.414
43,0,52,52,52,1037.606,807.549
44,0,29,29,29,1017.261,784.074
45,0,26,26,26,967.181,787.204
46,0,67,67,67,975.006,801.289
47,0,50,50,50,948.400,815.374
48,0,131,131,131,932.750,802.854
49,0,52,52,52,926.490,813.809
50,0,76,76,76,912.405,840.414
51,0,51,51,51,982.831,859.194
52,0,79,79,79,987.526,899.885
53,0,77,77,77,813.809,832.589
54,0,53,53,53,790.334,834.154
55,0,71,71,71,882.670,802.854
56,0,69,69,69,867.020,768.423
57,0,69,69,69,816.939,738.688
58,0,102,102,102,884.235,701.128
59,0,67,67,67,917.100,735.558
60,0,53,53,53,892.060,691.738
61,0,70,70,70,887.365,663.567
62,0,58,58,58,857.629,666.697
63,0,142,142,142,826.329,677.652
64,0,48,48,48,815.374,647.917
65,0,21,21,21,802.854,615.052
66,0,68,68,68,793.464,633.832
67,0,30,30,30,760.598,615.052
68,0,50,50,50,741.818,608.792
69,0,98,98,98,738.688,564.971
70,0,101,101,101,802.854,579.056
71,0,71,71,71,824.764,586.881
72,0,183,183,183,809.114,544.626
73,0,53,53,53,852.934,572.796
74,0,70,70,70,726.168,561.841
75,0,90,90,90,746.513,525.846
76,0,121,121,121,755.903,507.066
77,0,54,54,54,759.033,488.285
78,0,91,91,91,790.334,483.590
79,0,104,104,104,751.208,472.635
80,0,14,14,14,829.459,467.940
81,0,61,61,61,796.594,461.680
82,0,71,71,71,826.329,424.120
83,0,107,107,107,856.064,406.904
84,0,73,73,73,873.280,406.904
85,0,78,78,78,903.015,435.075
86,0,43,43,43,928.055,424.120
87,0,113,113,113,924.925,467.940
88,0,151,151,151,985.961,374.039
89,0,116,116,116,1036.041,378.734
90,0,87,87,87,1034.476,455.420
91,0,61,61,61,1115.857,388.124
92,0,104,104,104,1173.763,322.394
93,0,50,50,50,1180.023,272.313
94,0,96,96,96,1216.018,283.268
95,0,79,79,79,1212.888,253.533
96,0,79,79,79,1164.373,230.058
97,0,74,74,74,1200.368,198.757
98,0,88,88,88,1173.763,181.542
99,0,70,70,70,1277.054,158.067
100,0,122,122,122,1262.969,109.551
101,0,45,45,45,1261.404,100.161
102,0,66,66,66,1298.964,214.407
103,0,67,67,67,1262.969,234.753
104,0,85,85,85,1134.637,137.722
105,0,101,101,101,1090.817,98.596
106,0,75,75,75,1079.862,150.242
107,0,105,105,105,1007.871,134.591
108,0,78,78,78,1006.306,95.466
109,0,99,99,99,1029.781,78.251
110,0,76,76,76,996.916,51.646
111,0,96,96,96,1034.476,56.341
112,0,79,79,79,948.400,92.336
113,0,86,86,86,935.880,92.336
114,0,78,78,78,957.791,114.246
115,0,115,115,115,923.360,147.112
116,0,43,43,43,857.629,92.336
117,0,110,110,110,843.544,79.816
118,0,149,149,149,824.764,89.206
119,0,102,102,102,807.549,145.547
120,0,73,73,73,798.159,170.587
121,0,58,58,58,777.814,156.502
122,0,121,121,121,721.473,159.632
123,0,51,51,51,749.643,198.757
124,0,89,89,89,768.423,203.452
125,0,106,106,106,993.786,277.008
126,0,45,45,45,929.620,247.273
127,0,118,118,118,1042.302,208.147
128,0,78,78,78,918.665,219.102
129,0,6,6,6,826.329,248.838
130,0,48,48,48,868.585,251.968
131,0,80,80,80,871.715,286.398
132,0,70,70,70,921.795,297.353
133,0,93,93,93,893.625,309.873
134,0,74,74,74,906.145,339.609
135,0,60,60,60,957.791,319.264
136,0,57,57,57,993.786,333.349
137,0,105,105,105,943.705,369.344
138,0,36,36,36,888.930,350.564
139,0,75,75,75,852.934,328.654
140,0,31,31,31,831.024,292.658
141,0,87,87,87,818.504,322.394
142,0,45,45,45,752.773,303.613
143,0,89,89,89,737.123,226.928
144,0,94,94,94,610.357,186.237
145,0,98,98,98,582.186,139.287
146,0,104,104,104,524.281,106.421
147,0,66,66,66,503.936,112.681
148,0,95,95,95,471.070,86.076
149,0,56,56,56,475.765,151.807
150,0,15,15,15,425.685,106.421
151,0,62,62,62,395.949,137.722
152,0,77,77,77,328.654,123.636
153,0,83,83,83,331.784,90.771
154,0,106,106,106,153.372,68.861
155,0,161,161,161,114.246,125.201
156,0,7,7,7,61.036,136.156
157,0,66,66,66,48.516,136.156
158,0,71,71,71,159.632,179.977
159,0,49,49,49,126.766,250.403
160,0,58,58,58,129.896,284.833
161,0,49,49,49,147.112,341.174
162,0,86,86,86,125.201,325.524
163,0,81,81,81,176.847,344.304
164,0,96,96,96,208.147,316.133
165,0,51,51,51,237.883,334.914
166,0,46,46,46,277.008,361.519
167,0,77,77,77,323.959,395.949
168,0,49,49,49,273.878,472.635
169,0,52,52,52,280.138,417.860
170,0,76,76,76,317.698,245.708
171,0,46,46,46,298.918,212.842
172,0,32,32,32,327.089,189.367
173,0,8,8,8,297.353,170.587
174,0,72,72,72,427.250,186.237
175,0,82,82,82,463.245,219.102
176,0,48,48,48,485.155,237.883
177,0,76,76,76,527.411,295.788
178,0,54,54,54,547.756,300.483
179,0,104,104,104,571.231,300.483
180,0,102,102,102,590.011,284.833
181,0,102,102,102,582.186,355.259
182,0,194,194,194,697.998,339.609
183,0,82,82,82,708.953,347.434
184,0,63,63,63,679.217,341.174
185,0,73,73,73,715.213,314.568
186,0,77,77,77,694.868,405.339
187,0,49,49,49,710.518,428.815
188,0,102,102,102,696.433,431.945
189,0,103,103,103,738.688,425.685
190,0,99,99,99,669.827,375.604
191,0,60,60,60,655.742,386.559
192,0,90,90,90,564.971,378.734
193,0,15,15,15,533.671,378.734
194,0,120,120,120,458.550,352.129
195,0,11,11,11,450.725,410.035
196,0,162,162,162,502.371,406.904
197,0,60,60,60,533.671,411.600
198,0,65,65,65,525.846,435.075
199,0,50,50,50,535.236,466.375
200,0,87,87,87,630.702,494.545
201,0,50,50,50,635.397,444.465
202,0,69,69,69,644.787,405.339
203,0,93,93,93,707.388,474.200
204,0,105,105,105,632.267,514.891
205,0,96,96,96,636.962,555.581
206,0,79,79,79,672.957,574.361
207,0,95,95,95,405.339,496.110
208,0,4,4,4,369.344,497.675
209,0,79,79,79,353.694,525.846
210,0,85,85,85,439.770,528.976
211,0,55,55,55,444.465,563.406
212,0,122,122,122,414.730,561.841
213,0,103,103,103,430.380,597.837
214,0,75,75,75,475.765,627.572
215,0,67,67,67,503.936,629.137
216,0,67,67,67,505.501,655.742
217,0,57,57,57,527.411,672.957
218,0,162,162,162,439.770,693.303
219,0,43,43,43,384.994,718.343
220,0,70,70,70,489.850,715.213
221,0,77,77,77,580.621,641.657
222,0,97,97,97,597.837,640.092
223,0,63,63,63,621.312,621.312
224,0,55,55,55,666.697,640.092
225,0,56,56,56,727.733,644.787
226,0,58,58,58,710.518,629.137
227,0,50,50,50,583.751,566.536
228,0,51,51,51,524.281,544.626
229,0,54,54,54,538.366,499.241
230,0,102,102,102,522.716,585.316
231,0,124,124,124,549.321,588.446
232,0,8,8,8,550.886,632.267
233,0,12,12,12,644.787,712.083
234,0,67,67,67,646.352,693.303
235,0,119,119,119,690.173,715.213
236,0,56,56,56,705.823,693.303
237,0,57,57,57,685.478,730.863
238,0,26,26,26,721.473,738.688
239,0,63,63,63,716.778,763.728
240,0,70,70,70,785.639,685.478
241,0,65,65,65,618.182,716.778
242,0,76,76,76,640.092,771.553
243,0,156,156,156,610.357,804.419
244,0,36,36,36,608.792,727.733
245,0,57,57,57,649.482,826.329
246,0,46,46,46,729.298,849.804
247,0,6,6,6,1093.947,331.784
248,0,51,51,51,1112.727,289.528
249,0,77,77,77,1125.247,352.129
250,0,67,67,67,1072.037,361.519
251,0,58,58,58,1140.898,909.275
252,0,22,22,22,1051.692,881.105
253,0,116,116,116,1345.915,754.338
254,0,50,50,50,194.062,799.724
255,0,48,48,48,374.039,801.289
256,0,45,45,45,142.417,585.316
257,0,72,72,72,223.797,103.291
258,0,57,57,57,940.575,3.130
259,0,56,56,56,743.383,284.833
