 	Area	Mean	Min	Max	X	Y
1	0	103	103	103	173.395	107.588
2	0	116	116	116	175.484	121.167
3	0	90	90	90	184.885	129.524
4	0	85	85	85	191.152	100.276
5	0	106	106	106	227.711	123.257
6	0	139	139	139	253.825	85.653
7	0	115	115	115	100.276	25.069
8	0	61	61	61	82.519	124.301
9	0	135	135	135	69.985	245.469
10	0	170	170	170	30.292	405.284
11	0	162	162	162	128.479	372.903
12	0	148	148	148	139.969	352.012
13	0	128	128	128	165.038	388.571
14	0	69	69	69	148.326	516.006
15	0	127	127	127	168.172	536.897
16	0	78	78	78	243.379	513.917
17	0	121	121	121	265.315	513.917
18	0	136	136	136	258.003	466.912
19	0	117	117	117	253.825	427.220
20	0	86	86	86	301.874	380.215
21	0	133	133	133	327.988	324.854
22	0	70	70	70	327.988	339.478
23	0	97	97	97	191.152	201.598
24	0	155	155	155	206.820	210.998
25	0	79	79	79	182.796	239.201
26	0	99	99	99	159.816	167.127
27	0	97	97	97	147.281	149.370
28	0	82	82	82	137.880	17.757
29	0	94	94	94	63.717	602.704
30	0	111	111	111	72.074	637.174
31	0	117	117	117	114.900	597.481
32	0	97	97	97	136.836	905.622
33	0	86	86	86	194.286	974.562
34	0	97	97	97	177.573	946.359
35	0	91	91	91	158.771	996.498
36	0	189	189	189	225.622	1009.032
37	0	104	104	104	213.088	1002.765
38	0	93	93	93	296.651	970.384
39	0	170	170	170	340.522	933.825
40	0	71	71	71	243.379	825.192
41	0	118	118	118	348.879	743.717
42	0	126	126	126	359.324	771.920
43	0	88	88	88	321.720	804.301
44	0	114	114	114	303.963	829.370
45	0	99	99	99	339.478	832.504
46	0	91	91	91	367.681	818.925
47	0	140	140	140	404.240	835.638
48	0	122	122	122	357.235	990.230
49	0	76	76	76	310.230	1019.478
50	0	107	107	107	429.309	1018.433
51	0	154	154	154	488.848	1014.255
52	0	138	138	138	523.318	980.830
53	0	88	88	88	434.531	868.018
54	0	89	89	89	464.823	861.751
55	0	182	182	182	444.977	795.945
56	0	159	159	159	477.358	788.633
57	0	126	126	126	444.977	775.054
58	0	147	147	147	438.710	730.138
59	0	109	109	109	444.977	708.203
60	0	145	145	145	413.641	700.891
61	0	161	161	161	263.226	673.733
62	0	134	134	134	286.206	657.020
63	0	77	77	77	229.800	619.416
64	0	124	124	124	271.582	602.704
65	0	176	176	176	263.226	588.080
