 	Area	Mean	Min	Max	X	Y
1	0	127	127	127	112.811	1002.765
2	0	201	201	201	103.410	994.409
3	0	149	149	149	106.544	979.785
4	0	205	205	205	81.475	910.845
5	0	180	180	180	160.860	917.112
6	0	221	221	221	144.147	976.651
7	0	216	216	216	135.791	1013.210
8	0	245	245	245	228.756	1016.344
9	0	99	99	99	258.003	1001.720
10	0	219	219	219	243.379	876.375
11	0	139	139	139	333.210	938.003
12	0	213	213	213	460.645	1014.255
13	0	185	185	185	213.088	189.063
14	0	64	64	64	308.141	267.404
15	0	106	106	106	376.037	232.934
16	0	205	205	205	367.680	282.028
17	0	206	206	206	522.273	269.493
18	0	219	219	219	491.982	344.700
19	0	119	119	119	448.111	357.235
20	0	116	116	116	453.333	373.948
21	0	215	215	215	465.868	405.284
22	0	175	175	175	397.972	399.017
23	0	218	218	218	411.551	369.770
24	0	216	216	216	414.685	346.790
25	0	33	33	33	333.210	362.458
26	0	29	29	29	347.834	383.349
27	0	151	151	151	372.903	378.126
28	0	202	202	202	363.502	421.997
29	0	217	217	217	19.846	98.187
30	0	220	220	220	482.581	221.444
31	0	137	137	137	470.046	221.444
32	0	90	90	90	434.531	612.104
33	0	141	141	141	604.793	552.565
34	0	223	223	223	654.931	558.833
35	0	142	142	142	691.490	556.743
36	0	218	218	218	677.911	570.323
37	0	214	214	214	692.535	520.184
38	0	233	233	233	654.931	474.224
39	0	230	230	230	660.154	454.378
40	0	217	217	217	640.307	439.754
41	0	138	138	138	643.441	410.507
42	0	81	81	81	581.813	424.086
43	0	217	217	217	596.436	367.681
44	0	205	205	205	686.267	435.576
45	0	243	243	243	771.920	449.155
46	0	104	104	104	758.341	408.418
47	0	205	205	205	782.366	407.373
48	0	206	206	206	756.252	329.032
49	0	205	205	205	625.684	233.978
50	0	232	232	232	666.421	264.270
51	0	100	100	100	549.432	434.531
52	0	201	201	201	512.872	443.932
53	0	49	49	49	466.912	448.111
54	0	216	216	216	718.648	605.837
55	0	203	203	203	764.608	611.060
56	0	119	119	119	785.499	639.263
57	0	236	236	236	753.118	629.862
58	0	118	118	118	770.876	602.704
59	0	198	198	198	863.840	705.069
60	0	214	214	214	835.637	687.312
61	0	209	209	209	823.103	699.846
62	0	231	231	231	850.261	720.737
63	0	140	140	140	863.840	747.896
64	0	234	234	234	722.826	660.154
65	0	217	217	217	752.074	659.109
66	0	230	230	230	922.335	331.121
67	0	105	105	105	965.161	376.037
68	0	237	237	237	947.404	373.948
69	0	210	210	210	922.335	381.260
70	0	212	212	212	881.598	347.834
71	0	108	108	108	828.326	335.300
72	0	229	229	229	873.241	399.017
73	0	237	237	237	911.889	407.373
74	0	205	205	205	915.023	433.487
75	0	200	200	200	947.404	426.175
76	0	246	246	246	832.504	453.333
77	0	231	231	231	805.346	476.313
78	0	222	222	222	855.484	480.492
79	0	203	203	203	900.399	495.115
80	0	158	158	158	930.691	461.690
81	0	217	217	217	991.275	443.932
82	0	210	210	210	1007.988	464.823
83	0	182	182	182	1029.923	475.269
84	0	221	221	221	1030.968	450.200
85	0	197	197	197	1063.349	479.447
86	0	212	212	212	978.740	482.581
87	0	224	224	224	1016.344	489.892
88	0	224	224	224	965.161	490.937
89	0	234	234	234	948.449	487.803
90	0	224	224	224	791.766	507.650
91	0	221	221	221	779.232	513.917
92	0	183	183	183	804.301	537.942
93	0	118	118	118	788.633	548.387
94	0	236	236	236	855.484	545.253
95	0	217	217	217	875.330	540.031
96	0	132	132	132	888.909	534.808
97	0	144	144	144	868.018	577.634
98	0	126	126	126	818.925	583.902
99	0	219	219	219	893.088	604.793
100	0	102	102	102	916.068	591.214
101	0	158	158	158	864.885	631.951
102	0	222	222	222	1003.810	658.065
103	0	220	220	220	976.651	632.995
104	0	212	212	212	985.008	604.793
105	0	255	255	255	997.542	589.124
106	0	200	200	200	1028.879	592.258
107	0	204	204	204	987.097	547.343
108	0	203	203	203	978.740	578.679
109	0	182	182	182	1262.857	628.817
110	0	213	213	213	1353.733	579.724
111	0	104	104	104	1225.254	692.535
112	0	112	112	112	1194.962	734.316
113	0	159	159	159	1178.249	749.985
114	0	123	123	123	1158.402	751.029
115	0	206	206	206	1161.536	728.049
116	0	205	205	205	1118.710	727.005
117	0	209	209	209	1075.883	725.960
118	0	200	200	200	1059.171	709.247
119	0	223	223	223	1028.879	680.000
120	0	215	215	215	1043.502	669.555
121	0	111	111	111	1074.839	682.089
122	0	78	78	78	1040.369	634.040
123	0	124	124	124	998.587	710.292
124	0	94	94	94	990.230	682.089
125	0	207	207	207	954.716	718.648
126	0	104	104	104	938.003	736.406
127	0	211	211	211	998.587	786.544
128	0	203	203	203	948.449	787.588
129	0	201	201	201	1057.081	794.900
130	0	164	164	164	1079.017	772.965
131	0	200	200	200	1094.685	810.568
132	0	205	205	205	1123.932	786.544
133	0	210	210	210	1108.264	837.727
134	0	192	192	192	1084.240	841.905
135	0	221	221	221	1081.106	866.974
136	0	207	207	207	1114.531	949.493
137	0	201	201	201	1015.299	898.310
138	0	124	124	124	986.052	889.954
139	0	196	196	196	948.449	970.384
140	0	222	222	222	1264.946	869.063
141	0	190	190	190	1226.298	781.321
142	0	215	215	215	825.192	795.945
