 	Area	Mean	Min	Max	X	Y
1	0	85	85	85	368.725	1000.676
2	0	21	21	21	386.482	970.384
3	0	153	153	153	410.507	743.717
4	0	87	87	87	440.799	784.455
5	0	217	217	217	441.843	821.014
6	0	62	62	62	478.402	788.633
7	0	200	200	200	489.892	799.078
8	0	94	94	94	288.295	791.767
9	0	198	198	198	226.667	1000.676
10	0	198	198	198	230.845	776.098
11	0	145	145	145	196.375	769.831
12	0	196	196	196	203.687	745.806
13	0	153	153	153	443.932	646.575
14	0	202	202	202	448.111	619.416
15	0	223	223	223	527.496	600.614
16	0	96	96	96	561.966	627.773
17	0	218	218	218	593.303	585.991
18	0	218	218	218	631.951	581.813
19	0	214	214	214	623.594	578.679
20	0	236	236	236	582.857	511.828
21	0	221	221	221	557.788	535.853
22	0	57	57	57	519.140	513.917
23	0	195	195	195	510.783	561.966
24	0	189	189	189	435.576	552.565
25	0	205	205	205	399.017	543.164
26	0	163	163	163	314.409	571.367
27	0	203	203	203	309.186	547.343
28	0	221	221	221	315.453	620.461
29	0	201	201	201	266.359	597.481
30	0	140	140	140	18.802	592.258
31	0	194	194	194	207.865	481.536
32	0	205	205	205	269.493	440.799
33	0	204	204	204	305.008	449.155
34	0	210	210	210	282.028	418.863
35	0	209	209	209	316.498	404.240
36	0	211	211	211	296.651	382.304
37	0	205	205	205	343.656	420.952
38	0	205	205	205	389.616	417.819
39	0	215	215	215	381.260	311.275
40	0	90	90	90	452.289	296.651
41	0	14	14	14	469.002	283.072
42	0	214	214	214	500.338	246.513
43	0	204	204	204	566.144	215.177
44	0	216	216	216	581.813	215.177
45	0	173	173	173	659.109	185.929
46	0	211	211	211	644.485	191.152
47	0	115	115	115	719.693	370.814
48	0	135	135	135	754.163	367.680
49	0	153	153	153	572.412	371.859
50	0	218	218	218	576.590	416.774
51	0	117	117	117	544.209	461.690
52	0	209	209	209	498.249	424.086
53	0	121	121	121	501.382	446.021
54	0	198	198	198	458.556	463.779
55	0	206	206	206	669.555	503.472
56	0	87	87	87	651.797	500.338
57	0	218	218	218	648.664	476.313
58	0	218	218	218	640.307	421.997
59	0	203	203	203	725.960	417.819
60	0	197	197	197	708.203	385.438
61	0	203	203	203	695.668	298.740
62	0	144	144	144	706.114	260.092
63	0	143	143	143	554.654	146.237
64	0	206	206	206	440.799	42.826
65	0	192	192	192	685.223	80.430
66	0	30	30	30	1229.432	353.057
67	0	117	117	117	1190.783	352.012
68	0	208	208	208	1124.977	349.923
69	0	206	206	206	1134.378	386.482
70	0	219	219	219	1147.957	404.240
71	0	131	131	131	1128.111	423.041
72	0	88	88	88	1083.195	396.928
73	0	227	227	227	829.370	421.997
74	0	60	60	60	786.544	427.220
75	0	220	220	220	1062.304	499.293
76	0	83	83	83	1083.195	485.714
77	0	95	95	95	1222.120	599.570
78	0	45	45	45	1110.353	721.782
79	0	98	98	98	1179.293	727.005
80	0	190	190	190	986.052	772.965
81	0	207	207	207	949.493	755.207
82	0	37	37	37	964.117	738.495
83	0	203	203	203	843.994	664.332
84	0	218	218	218	960.983	615.238
85	0	202	202	202	915.023	556.743
86	0	198	198	198	924.424	523.318
87	0	214	214	214	947.404	478.402
88	0	208	208	208	972.473	419.908
89	0	197	197	197	957.849	417.819
90	0	93	93	93	996.498	406.329
91	0	212	212	212	854.439	584.946
92	0	222	222	222	753.118	561.966
93	0	209	209	209	709.247	546.298
94	0	205	205	205	681.045	552.565
95	0	173	173	173	751.029	482.581
96	0	103	103	103	742.673	473.180
97	0	183	183	183	876.375	408.418
98	0	203	203	203	1176.160	430.353
99	0	207	207	207	1249.278	473.180
100	0	174	174	174	1259.724	483.625
101	0	201	201	201	1288.971	490.937
102	0	202	202	202	1262.857	466.912
103	0	163	163	163	987.097	818.925
104	0	199	199	199	1060.215	740.584
105	0	59	59	59	1101.997	766.697
106	0	103	103	103	1114.531	777.143
107	0	122	122	122	1068.571	800.123
108	0	150	150	150	1035.146	785.499
109	0	198	198	198	365.591	896.221
110	0	214	214	214	356.190	893.088
111	0	209	209	209	472.135	745.806
112	0	132	132	132	217.266	497.204
113	0	217	217	217	236.068	516.006
114	0	213	213	213	1286.882	333.210
115	0	213	213	213	1200.184	501.382
116	0	84	84	84	1177.204	513.917
117	0	133	133	133	1256.590	533.763
118	0	137	137	137	1001.720	486.759
119	0	230	230	230	992.319	714.470
120	0	198	198	198	830.415	622.550
121	0	215	215	215	834.593	511.828
122	0	91	91	91	699.846	452.289
123	0	134	134	134	689.401	370.814
124	0	195	195	195	660.154	280.983
125	0	209	209	209	652.842	302.919
126	0	44	44	44	608.971	271.582
127	0	154	154	154	536.897	254.869
128	0	34	34	34	316.498	316.498
129	0	210	210	210	350.968	212.043
130	0	115	115	115	202.642	532.719
131	0	127	127	127	196.375	711.336
132	0	110	110	110	236.068	688.356
133	0	116	116	116	535.853	680.000
134	0	202	202	202	709.247	676.866
135	0	190	190	190	731.183	639.263
136	0	209	209	209	671.644	639.263
137	0	194	194	194	145.192	476.313
